No,Nama Prodi,Nama PT,Jenjang
19085,Teknik Industri,Universitas Muhammadiyah Sorong,S1
19086,Ilmu Administrasi Negara,Universitas Muhammadiyah Sorong,S1
19087,Manajemen Sumber Daya Perairan,Universitas Muhammadiyah Sorong,S1
19088,Teknik Informatika,Universitas Muhammadiyah Sorong,S1
19089,Agroteknologi,Universitas Muhammadiyah Sorong,S1
19090,Manajemen,Universitas Muhammadiyah Sorong,S1
19091,Sastra Inggris,Universitas Muhammadiyah Sukabumi,S1
19092,Akuntansi,Universitas Muhammadiyah Sukabumi,S1
19093,Pendidikan Bahasa Dan Sastra Indonesia,Universitas Muhammadiyah Sukabumi,S1
19094,KEPERAWATAN,UNIVERSITAS MUHAMMADIYAH SUKABUMI,D-III
19095,Hubungan Masyarakat,Universitas Muhammadiyah Sukabumi,D-III
19096,Teknik Sipil,Universitas Muhammadiyah Sukabumi,S1
19097,Teknik Informatika,Universitas Muhammadiyah Sukabumi,S1
19098,Ilmu Hukum,Universitas Muhammadiyah Sukabumi,S1
19099,Ilmu Administrasi Publik,Universitas Muhammadiyah Sukabumi,S1
19100,Ilmu Administrasi Bisnis,Universitas Muhammadiyah Sukabumi,S1
19101,Pendidikan Guru Pendidikan Anak Usia Dini,Universitas Muhammadiyah Sukabumi,S1
19102,Pendidikan Matematika,Universitas Muhammadiyah Sukabumi,S1
19103,Pendidikan Jasmani Kesehatan Dan Rekreasi,Universitas Muhammadiyah Sukabumi,S1
19104,PGSD,Universitas Muhammadiyah Sukabumi,S1
19106,Agribisnis,Universitas Muhammadiyah Sukabumi,S1
19107,Akuakultur,Universitas Muhammadiyah Sukabumi,S1
19108,Perpajakan,Universitas Muhammadiyah Sukabumi,D-III
19109,Pendidikan Teknologi Informasi,Universitas Muhammadiyah Sukabumi,S1
19110,Pendidikan Biologi,Universitas Muhammadiyah Sukabumi,S1
19113,Kimia,Universitas Muhammadiyah Sukabumi,S1
19114,Usaha Perjalanan Wisata,Universitas Muhammadiyah Sumatera Barat,D-IV
19115,Perhotelan,Universitas Muhammadiyah Sumatera Barat,D-IV
19116,Teknik Sipil,Universitas Muhammadiyah Sumatera Barat,S1
19117,Akuntansi,Universitas Muhammadiyah Sumatera Barat,S1
19118,Teknik Mesin,Universitas Muhammadiyah Sumatera Barat,S1
19119,Pendidikan Bahasa Arab,Universitas Muhammadiyah Sumatera Barat,S1
19120,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Sumatera Barat,S1
19121,KEPERAWATAN,UNIVERSITAS MUHAMMADIYAH SUMATERA BARAT,S1
19122,ADMINISTRASI RUMAH SAKIT,UNIVERSITAS MUHAMMADIYAH SUMATERA BARAT,D-III
19123,NERS,UNIVERSITAS MUHAMMADIYAH SUMATERA BARAT,Profesi
19124,Kehutanan,Universitas Muhammadiyah Sumatera Barat,S1
19125,Pendidikan Bahasa Dan Sastra Indonesia,Universitas Muhammadiyah Sumatera Barat,S1
19126,Pendidikan Matematika,Universitas Muhammadiyah Sumatera Barat,S1
19127,Pendidikan Guru Madrasah Ibtidiyah,Universitas Muhammadiyah Sumatera Barat,S1
19128,Manajemen,Universitas Muhammadiyah Sumatera Barat,S1
19129,Agroteknologi,Universitas Muhammadiyah Sumatera Barat,S1
19131,Agribisnis,Universitas Muhammadiyah Sumatera Barat,S1
19133,Ilmu Hukum,Universitas Muhammadiyah Sumatera Barat,S1
19134,Teknik Elektro,Universitas Muhammadiyah Sumatera Barat,S1
19135,Bimbingan Penyuluhan Islam,Universitas Muhammadiyah Sumatera Barat,S1
19136,Hukum Keluarga (Ahwal Syakhshiyah),Universitas Muhammadiyah Sumatera Barat,S1
19137,Ilmu Politik,Universitas Muhammadiyah Sumatera Barat,S1
19138,Pendidikan Agama Islam,Universitas Muhammadiyah Sumatera Barat,S1
19141,Hukum,Universitas Muhammadiyah Sumatera Utara,S1
19142,Pendidikan Guru Sekolah Dasar,Universitas Muhammadiyah Sumatera Utara,S1
19143,Teknik Mesin,Universitas Muhammadiyah Sumatera Utara,S1
19144,Agroteknologi,Universitas Muhammadiyah Sumatera Utara,S1
19145,Manajemen,Universitas Muhammadiyah Sumatera Utara,S1
19146,Pendidikan Akuntansi,Universitas Muhammadiyah Sumatera Utara,S1
19147,Pendidikan Bahasa Indonesia,Universitas Muhammadiyah Sumatera Utara,S1
19148,Teknologi Hasil Pertanian,Universitas Muhammadiyah Sumatera Utara,S1
19149,Akuntansi,Universitas Muhammadiyah Sumatera Utara,S1
19150,Pendidikan Matematika,Universitas Muhammadiyah Sumatera Utara,S1
19151,Manajemen Bisnis Syariah,Universitas Muhammadiyah Sumatera Utara,S1
19152,Ekonomi Pembangunan,Universitas Muhammadiyah Sumatera Utara,S1
19154,Pendidikan Islam Anak Usia DIni,Universitas Muhammadiyah Sumatera Utara,S1
19157,Teknik Elektro,Universitas Muhammadiyah Sumatera Utara,S1
19158,Kesejahteraan Sosial,Universitas Muhammadiyah Sumatera Utara,S1
19159,Teknik Sipil,Universitas Muhammadiyah Sumatera Utara,S1
19160,Manajemen Pajak,Universitas Muhammadiyah Sumatera Utara,D-III
19161,Pendidikan Pancasila Dan Kewarganegaraan,Universitas Muhammadiyah Sumatera Utara,S1
19165,Bimbingan Dan Konseling,Universitas Muhammadiyah Sumatera Utara,S1
19166,Ilmu Administrasi Publik,Universitas Muhammadiyah Sumatera Utara,S1
19167,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Sumatera Utara,S1
19168,Perbankan Syariah,Universitas Muhammadiyah Sumatera Utara,S1
19169,Agribisnis,Universitas Muhammadiyah Sumatera Utara,S1
19170,Sistem Informasi,Universitas Muhammadiyah Sumatera Utara,S1
19171,Pendidikan Profesi Guru,Universitas Muhammadiyah Sumatera Utara,Profesi
19172,Pendidikan Agama Islam,Universitas Muhammadiyah Sumatera Utara,S1
19173,Ilmu Komunikasi,Universitas Muhammadiyah Sumatera Utara,S1
19176,Pendidikan Guru Pendidikan Anak Usia Dini,Universitas Muhammadiyah Surabaya,S1
19177,Akuntansi,Universitas Muhammadiyah Surabaya,S1
19178,Manajemen,Universitas Muhammadiyah Surabaya,S1
19179,Psikologi,Universitas Muhammadiyah Surabaya,S1
19180,Teknik Komputer,Universitas Muhammadiyah Surabaya,D-III
19181,Teknik Elektro,Universitas Muhammadiyah Surabaya,S1
19182,Arsitektur,Universitas Muhammadiyah Surabaya,S1
19183,Perbandingan Agama,Universitas Muhammadiyah Surabaya,S1
19184,Hukum Keluarga (Ahwal Syakhshiyah),Universitas Muhammadiyah Surabaya,S1
19185,Teknik Sipil,Universitas Muhammadiyah Surabaya,S1
19186,Teknik Perkapalan,Universitas Muhammadiyah Surabaya,S1
19187,Teknik Mesin,Universitas Muhammadiyah Surabaya,S1
19191,Perbankan Syariah,Universitas Muhammadiyah Surabaya,S1
19192,Pendidikan Bahasa Dan Sastra Indonesia,Universitas Muhammadiyah Surabaya,S1
19193,Pendidikan Matematika,Universitas Muhammadiyah Surabaya,S1
19194,Ilmu Hukum,Universitas Muhammadiyah Surabaya,S1
19195,Pendidikan Biologi,Universitas Muhammadiyah Surabaya,S1
19196,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Surabaya,S1
19197,Pendidikan Guru Sekolah Dasar,Universitas Muhammadiyah Surabaya,S1
19198,Pendidikan Agama Islam,Universitas Muhammadiyah Surabaya,S1
19204,Ilmu Al Qur`an Dan Tafsir,Universitas Muhammadiyah Surakarta,S1
19205,APOTEKER,UNIVERSITAS MUHAMMADIYAH SURAKARTA,Profesi
19206,Teknik Kimia,Universitas Muhammadiyah Surakarta,S1
19207,Psikologi,Universitas Muhammadiyah Surakarta,S1
19208,Teknik Industri,Universitas Muhammadiyah Surakarta,S1
19210,Pendidikan Teknik Informatika,Universitas Muhammadiyah Surakarta,S1
19211,Ekonomi Pembangunan,Universitas Muhammadiyah Surakarta,S1
19213,Pendidikan Biologi,Universitas Muhammadiyah Surakarta,S1
19216,Pendidikan Matematika,Universitas Muhammadiyah Surakarta,S1
19218,Pendidikan Akuntansi,Universitas Muhammadiyah Surakarta,S1
19221,Akuntansi,Universitas Muhammadiyah Surakarta,S1
19224,Pendidikan Olahraga,Universitas Muhammadiyah Surakarta,S1
19227,Ilmu Hukum,Universitas Muhammadiyah Surakarta,S1
19231,Hukum Ekonomi Syari`ah (Mu`amalah),Universitas Muhammadiyah Surakarta,S1
19233,Teknik Mesin,Universitas Muhammadiyah Surakarta,S1
19236,Pendidikan Profesi Guru,Universitas Muhammadiyah Surakarta,Profesi
19240,Profesi Insinyur,Universitas Muhammadiyah Surakarta,Profesi
19241,Pendidikan Guru Sekolah Dasar,Universitas Muhammadiyah Surakarta,S1
19242,Teknik Sipil,Universitas Muhammadiyah Surakarta,S1
19244,Arsitektur,Universitas Muhammadiyah Surakarta,S1
19245,Pendidikan Guru Pendidikan Anak Usia Dini,Universitas Muhammadiyah Surakarta,S1
19246,Teknik Elektro,Universitas Muhammadiyah Surakarta,S1
19249,Pendidikan Geografi,Universitas Muhammadiyah Surakarta,S1
19251,Pendidikan Agama Islam,Universitas Muhammadiyah Surakarta,S1
19252,Manajemen,Universitas Muhammadiyah Surakarta,S1
19253,Geografi,Universitas Muhammadiyah Surakarta,S1
19254,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Surakarta,S1
19256,Ilmu Komunikasi,Universitas Muhammadiyah Surakarta,S1
19257,Pendidikan Pancasila Dan Kewarganegaraan,Universitas Muhammadiyah Surakarta,S1
19258,Pendidikan Bahasa Dan Sastra Indonesia,Universitas Muhammadiyah Surakarta,S1
19261,Akuntansi,Universitas Muhammadiyah Tangerang,S1
19262,KEPERAWATAN,UNIVERSITAS MUHAMMADIYAH TANGERANG,S1
19263,NERS,UNIVERSITAS MUHAMMADIYAH TANGERANG,Profesi
19264,Pendidikan Bahasa Dan Sastra Indonesia,Universitas Muhammadiyah Tangerang,S1
19265,Teknik Mesin,Universitas Muhammadiyah Tangerang,S1
19267,Teknik Elektro,Universitas Muhammadiyah Tangerang,S1
19268,Teknik Sipil,Universitas Muhammadiyah Tangerang,S1
19269,Teknik Industri,Universitas Muhammadiyah Tangerang,S1
19270,Akuntansi,Universitas Muhammadiyah Tangerang,D-III
19271,Manajemen,Universitas Muhammadiyah Tangerang,S1
19272,Pendidikan Agama Islam,Universitas Muhammadiyah Tangerang,S1
19274,Pariwisata,Universitas Muhammadiyah Tangerang,S1
19275,Pendidikan Guru Sekolah Dasar,Universitas Muhammadiyah Tangerang,S1
19276,Teknik Informatika,Universitas Muhammadiyah Tangerang,S1
19277,Pendidikan Guru Pendidikan Anak Usia Dini,Universitas Muhammadiyah Tangerang,S1
19278,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Tangerang,S1
19279,Pendidikan Matematika,Universitas Muhammadiyah Tangerang,S1
19280,Periklanan,Universitas Muhammadiyah Tangerang,D-III
19281,Ilmu Komunikasi,Universitas Muhammadiyah Tangerang,S1
19282,Ilmu Pemerintahan,Universitas Muhammadiyah Tangerang,S1
19283,Perbankan Syariah,Universitas Muhammadiyah Tangerang,S1
19284,Ilmu Hukum,Universitas Muhammadiyah Tangerang,S1
19285,Pendidikan Bahasa Arab,Universitas Muhammadiyah Tangerang,S1
19290,Pendidikan Fisika,Universitas Muhammadiyah Tapanuli Selatan,S1
19291,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Tapanuli Selatan,S1
19292,Pendidikan Biologi,Universitas Muhammadiyah Tapanuli Selatan,S1
19293,Pendidikan Ekonomi,Universitas Muhammadiyah Tapanuli Selatan,S1
19294,Pendidikan Agama Islam,Universitas Muhammadiyah Tapanuli Selatan,S1
19295,Bimbingan Dan Konseling,Universitas Muhammadiyah Tapanuli Selatan,S1
19296,Pendidikan Pancasila Dan Kewarganegaraan,Universitas Muhammadiyah Tapanuli Selatan,S1
19297,Pendidikan Islam Anak Usia Dini,Universitas Muhammadiyah Tapanuli Selatan,S1
19298,Pendidikan Kimia,Universitas Muhammadiyah Tapanuli Selatan,S1
19299,Pendidikan Guru Madrasah Ibtidaiyah,Universitas Muhammadiyah Tapanuli Selatan,S1
19300,Pendidikan Matematika,Universitas Muhammadiyah Tapanuli Selatan,S1
19301,Peternakan,Universitas Muhammadiyah Tapanuli Selatan,S1
19302,Pendidikan Bahasa Indonesia,Universitas Muhammadiyah Tapanuli Selatan,S1
19303,Administrasi Publik,Universitas Muhammadiyah Tapanuli Selatan,S1
19304,Agroteknologi,Universitas Muhammadiyah Tapanuli Selatan,S1
19305,Hukum,Universitas Muhammadiyah Tapanuli Selatan,S1
19306,Pendidikan Teknologi Informasi,Universitas Muhammadiyah Tasikmalaya,S1
19307,Bimbingan Dan Konseling,Universitas Muhammadiyah Tasikmalaya,S1
19308,Teknik Mesin,Universitas Muhammadiyah Tasikmalaya,S1
19309,Teknik Lingkungan,Universitas Muhammadiyah Tasikmalaya,S1
19314,Teknik Elektro,Universitas Muhammadiyah Tasikmalaya,S1
19315,Pendidikan Guru Sekolah Dasar,Universitas Muhammadiyah Tasikmalaya,S1
19316,Teknik Pertambangan,Universitas Muhammadiyah Tasikmalaya,S1
19317,Pendidikan Guru Pendidikan Anak Usia Dini,Universitas Muhammadiyah Tasikmalaya,S1
19318,Pendidikan Seni Drama Tari Dan Musik,Universitas Muhammadiyah Tasikmalaya,S1
19319,Pendidikan Bahasa Inggris,Universitas Muhammadiyah Yogyakarta,S1
19320,Pendidikan Bahasa Jepang,Universitas Muhammadiyah Yogyakarta,S1
19321,Akuntansi,Universitas Muhammadiyah Yogyakarta,D-III
19322,Teknik Mesin,Universitas Muhammadiyah Yogyakarta,D-III
19324,Ilmu Komunikasi,Universitas Muhammadiyah Yogyakarta,S1
19334,Teknologi Mesin,Universitas Muhammadiyah Yogyakarta,D-III
19335,Teknologi Elektro-medis,Universitas Muhammadiyah Yogyakarta,D-III
19337,Teknik Elektro,Universitas Muhammadiyah Yogyakarta,S1
19338,Teknik Mesin,Universitas Muhammadiyah Yogyakarta,S1
19339,Ekonomi Syari'ah,Universitas Muhammadiyah Yogyakarta,S1
19340,Pendidikan Bahasa Arab,Universitas Muhammadiyah Yogyakarta,S1
19341,Komunikasi Dan Penyiaran Islam,Universitas Muhammadiyah Yogyakarta,S1
19343,Akuntansi,Universitas Muhammadiyah Yogyakarta,S1
19345,Hubungan Internasional,Universitas Muhammadiyah Yogyakarta,S1
19346,Hukum,Universitas Muhammadiyah Yogyakarta,S1
19347,Manajemen,Universitas Muhammadiyah Yogyakarta,S1
19348,Program Profesi Insinyur,Universitas Muhammadiyah Yogyakarta,Profesi
19349,Ilmu Pemerintahan,Universitas Muhammadiyah Yogyakarta,S1
19351,Teknik Sipil,Universitas Muhammadiyah Yogyakarta,S1
19353,Agribisnis,Universitas Muhammadiyah Yogyakarta,S1
19356,Agroteknologi,Universitas Muhammadiyah Yogyakarta,S1
19357,Ekonomi,Universitas Muhammadiyah Yogyakarta,S1
19359,Pendidikan Agama Islam,Universitas Muhammadiyah Yogyakarta,S1
19360,Kehutanan,Universitas Mulawarman,S1
19362,Pendidikan Kimia,Universitas Mulawarman,S1
19364,Etnomusikologi,Universitas Mulawarman,S1
19365,Ekonomi Islam,Universitas Mulawarman,S1
19366,Peternakan,Universitas Mulawarman,S1
19367,Pendidikan Geografi,Universitas Mulawarman,S1
19369,Agribisnis,Universitas Mulawarman,S1
19370,Pendidikan Guru Sekolah Dasar,Universitas Mulawarman,S1
19371,Agroekoteknologi,Universitas Mulawarman,S1
19372,Pendidikan Bahasa Dan Sastra Indonesia,Universitas Mulawarman,S1
19373,Teknologi Hasil Pertanian,Universitas Mulawarman,S1
19374,Pendidikan Fisika,Universitas Mulawarman,S1
19375,Pendidikan Guru Pendidikan Anak Usia Dini,Universitas Mulawarman,S1
19376,Pendidikan Luar Sekolah,Universitas Mulawarman,S1
19377,Ilmu Administrasi Bisnis,Universitas Mulawarman,S1
19378,Teknik Geologi,Universitas Mulawarman,S1
19379,Teknik Elektro,Universitas Mulawarman,S1
19380,Ilmu Komunikasi,Universitas Mulawarman,S1
19382,Pendidikan Bahasa Inggris,Universitas Mulawarman,S1
19383,Psikologi,Universitas Mulawarman,S1
19384,Ilmu Hukum,Universitas Mulawarman,S1
19385,Ilmu Sosiatri,Universitas Mulawarman,S1
19386,Pendidikan Biologi,Universitas Mulawarman,S1
19388,Pendidikan Ekonomi,Universitas Mulawarman,S1
19390,Pendidikan Pancasila Dan Kewarganegaraan,Universitas Mulawarman,S1
19391,Bimbingan Dan Konseling,Universitas Mulawarman,S1
19392,Agrobisnis Perikanan,Universitas Mulawarman,S1
19393,Budidaya Perairan,Universitas Mulawarman,S1
19397,Manajemen Sumber Daya Perairan,Universitas Mulawarman,S1
19398,Pendidikan Matematika,Universitas Mulawarman,S1
19399,Ilmu Pemerintahan,Universitas Mulawarman,S1
19400,Fisika,Universitas Mulawarman,S1
19402,Teknik Sipil,Universitas Mulawarman,S1
19403,Ilmu Administrasi Negara,Universitas Mulawarman,S1
19405,Sastra Indonesia,Universitas Mulawarman,S1
19406,Sastra Inggris,Universitas Mulawarman,S1
19407,Pendidikan Sejarah,Universitas Mulawarman,S1
19408,Matematika,Universitas Mulawarman,S1
19409,Teknik Industri,Universitas Mulawarman,S1
19410,Biologi,Universitas Mulawarman,S1
19411,Ilmu Kelautan,Universitas Mulawarman,S1
19412,Teknik Lingkungan,Universitas Mulawarman,S1
19414,Kimia,Universitas Mulawarman,S1
19415,Statistika,Universitas Mulawarman,S1
19423,Akuntansi,Universitas Mulawarman,S1
19427,Teknik Informatika,Universitas Mulawarman,S1
19428,Manajemen,Universitas Mulawarman,S1
19429,Ilmu Hubungan Internasional,Universitas Mulawarman,S1
19432,Teknik Kimia,Universitas Mulawarman,S1
19433,Teknik Pertambangan,Universitas Mulawarman,S1
19434,Teknologi Hasil Perikanan,Universitas Mulawarman,S1
19436,Pendidikan Komputer,Universitas Mulawarman,S1
19437,Ekonomi Pembangunan,Universitas Mulawarman,S1
19439,Geofisika,Universitas Mulawarman,S1
19440,Sistem Informasi,Universitas Mulawarman,S1
19442,Pendidikan Profesi Guru,Universitas Mulawarman,Profesi
19443,Sistem Informasi,Universitas Mulia,D-III
19444,Informatika,Universitas Mulia,S1
19445,Manajemen Industri,Universitas Mulia,D-III
19446,Administrasi Perkantoran,Universitas Mulia,D-III
19447,Manajemen Informatika (Kampus Kota Samarinda),Universitas Mulia,D-III
19448,Sistem Informasi (Kampus Kota Samarinda),Universitas Mulia,S1
19449,Sistem Informasi,Universitas Multi Data Palembang,S1
19450,Teknik Komputer,Universitas Multi Data Palembang,D-III
19451,Manajemen Informatika,Universitas Multi Data Palembang,D-III
19452,Akuntasi,Universitas Multi Data Palembang,S1
19453,Manajemen,Universitas Multi Data Palembang,S1
19454,Komputerisasi Akuntansi,Universitas Multi Data Palembang,D-III
19455,Teknik Informatika,Universitas Multi Data Palembang,S1
19456,Sistem Komputer,Universitas Multimedia Nusantara,S1
19457,Desain Komunikasi Visual,Universitas Multimedia Nusantara,S1
19458,Teknik Fisika,Universitas Multimedia Nusantara,S1
19459,Arsitektur,Universitas Multimedia Nusantara,S1
19460,Televisi Dan Film,Universitas Multimedia Nusantara,S1
19461,Teknik Elektro,Universitas Multimedia Nusantara,S1
19462,Perhotelan,Universitas Multimedia Nusantara,D-III
19463,Jurnalistik,Universitas Multimedia Nusantara,S1
19465,Informatika,Universitas Multimedia Nusantara,S1
19466,Akuntansi,Universitas Multimedia Nusantara,S1
19467,Ilmu Komunikasi,Universitas Multimedia Nusantara,S1
19468,Manajemen,Universitas Multimedia Nusantara Jakarta,S1
19469,Agroteknologi,Universitas Muria Kudus,S1
19471,Sistem Informasi,Universitas Muria Kudus,S1
19474,Pendidikan Bahasa Inggris,Universitas Muria Kudus,S1
19475,Pendidikan Matematika,Universitas Muria Kudus,S1
19476,Psikologi,Universitas Muria Kudus,S1
19477,Teknik Industri,Universitas Muria Kudus,S1
19478,Teknik Mesin,Universitas Muria Kudus,S1
19479,Pendidikan Guru Sekolah Dasar,Universitas Muria Kudus,S1
19480,Ilmu Hukum,Universitas Muria Kudus,S1
19481,Pendidikan Bahasa Dan Sastra Indonesia,Universitas Muria Kudus,S1
19482,Bimbingan Dan Konseling,Universitas Muria Kudus,S1
19483,Manajemen,Universitas Muria Kudus,S1
19484,Teknik Elektro,Universitas Muria Kudus,S1
19485,Teknik Informatika,Universitas Muria Kudus,S1
19486,Akuntansi,Universitas Muria Kudus,S1
19487,Teknik Informatika,Universitas Musamus Merauke,S1
19488,Pendidikan Bahasa Inggris,Universitas Musamus Merauke,S1
19489,Pendidikan Kimia,Universitas Musamus Merauke,S1
19490,Teknik Elektro,Universitas Musamus Merauke,S1
19491,Pendidikan Fisika,Universitas Musamus Merauke,S1
19492,Ilmu Administrasi Negara,Universitas Musamus Merauke,S1
19493,Teknik Pertanian,Universitas Musamus Merauke,S1
19494,Pendidikan Guru Sekolah Dasar,Universitas Musamus Merauke,S1
19495,Pendidikan Matematika,Universitas Musamus Merauke,S1
19496,Sistem Informasi,Universitas Musamus Merauke,S1
19497,Akuntansi,Universitas Musamus Merauke,S1
19498,Ilmu Hukum,Universitas Musamus Merauke,S1
19499,Pendidikan Guru Pendidikan Anak Usia Dini,Universitas Musamus Merauke,S1
19500,Ekonomi Pembangunan,Universitas Musamus Merauke,S1
19501,Agroteknologi,Universitas Musamus Merauke,S1
19502,Pendidikan Bahasa Dan Sastra Indonesia,Universitas Musamus Merauke,S1
19503,Teknik Mesin,Universitas Musamus Merauke,S1
19504,Arsitektur,Universitas Musamus Merauke,S1
19505,Peternakan,Universitas Musamus Merauke,S1
19506,Manajemen,Universitas Musamus Merauke,S1
19507,Agrobisnis,Universitas Musamus Merauke,S1
19508,Manajemen Sumberdaya Perairan,Universitas Musamus Merauke,S1
19509,Teknik Sipil,Universitas Musamus Merauke,S1
19510,Sastra Inggris,Universitas Musamus Merauke,S1
19511,Peternakan,Universitas Musi Rawas,S1
19512,Ilmu Administrasi Negara,Universitas Musi Rawas,S1
19513,Akuntansi,Universitas Musi Rawas,S1
19514,Ilmu Pemerintahan,Universitas Musi Rawas,S1
19515,Agroteknologi,Universitas Musi Rawas,S1
19516,Teknik Sipil,Universitas Musi Rawas,S1
19517,Agribisnis,Universitas Musi Rawas,S1
19518,Pendidikan Guru Sekolah Dasar,Universitas Muslim Buton,S1
19519,Agribisnis,Universitas Muslim Buton,S1
19520,Pendidikan Geografi,Universitas Muslim Buton,S1
19521,Agroteknologi,Universitas Muslim Buton,S1
19522,Pendidikan Biologi,Universitas Muslim Buton,S1
19523,Peternakan,Universitas Muslim Buton,S1
19524,Pendidikan Matematika,Universitas Muslim Buton,S1
19525,Pendidikan  Bahasa Inggris,Universitas Muslim Buton,S1
19526,Teknik Elektro,Universitas Muslim Indonesia,S1
19527,Pendidikan Bahasa Inggris,Universitas Muslim Indonesia,S1
19528,Teknik Pertambangan,Universitas Muslim Indonesia,S1
19529,KEPERAWATAN,UNIVERSITAS MUSLIM INDONESIA,S1
19530,NERS,UNIVERSITAS MUSLIM INDONESIA,Profesi
19532,Agroteknologi,Universitas Muslim Indonesia,S1
19535,Teknik Sipil,Universitas Muslim Indonesia,S1
19536,Arsitektur,Universitas Muslim Indonesia,S1
19538,Teknik Kimia,Universitas Muslim Indonesia,S1
19540,Agribisnis,Universitas Muslim Indonesia,S1
19542,Budidaya Perairan,Universitas Muslim Indonesia,S1
19543,Pemanfaatan Sumber Daya Perikanan,Universitas Muslim Indonesia,S1
19544,Teknik Mesin,Universitas Muslim Indonesia,S1
19552,Pendidikan Bahasa Dan Sastra Indonesia,Universitas Muslim Indonesia,S1
19555,Ilmu Komunikasi,Universitas Muslim Indonesia,S1
19557,Profesi Insinyur,Universitas Muslim Indonesia,Profesi
